file_name,answer
48600.wav,현재 차량 위치 주소 말해 줘
48601.wav,지금부터 여덟 시간 뒤에 피시 켜 줘
48602.wav,보일러 타이머 설정 두 시간 해 줘
48603.wav,어떻게 설정되어 있는지 운전자 일 확인할게
48604.wav,두 시로 전체 소등 타이머 설정해
48605.wav,로봇 청소기 가장 낮은 단계로 작동해 줘
48606.wav,에어컨 현재 온도로 유지해 놔 줘
48607.wav,차에 냄새 빠지게 송풍 모드 시작해 줘
48608.wav,지금 시동 걸어 둘래
48609.wav,내일 새벽부터 미리 예열 시켜
48610.wav,히터 사용 완료
48611.wav,침실 스탠드 어디에 있는지 알려 줘
48612.wav,안방 조명 아주 밝게 부탁할게
48613.wav,안방 조명 한 단계 밝게 가능할까
48614.wav,조수석 창문 아주 약간만 열어 주라
48615.wav,현관문 열려있진 않지
48616.wav,시속 육십 킬로 넘으면 모든 문 잠가
48617.wav,내가 설정한 타이머로 곧 실행해 줘
48618.wav,혹시 내 식료품은 어디쯤 오고 있어
48619.wav,안방 조명 반만 두 단계 올려 줘
48620.wav,나 학교 가야 될 때 시동 걸어 놔 주라
48621.wav,집 형광등 전원 한 시간 후에 올려
48622.wav,할 일 있으니까 컴퓨터 켜
48623.wav,경적 그만 내주라
48624.wav,뒷자리 차 문 꽉 닫아 줄래
48625.wav,조수석 쪽 창문 잘 내려갔는지 봐 줘
48626.wav,히터 바람이 아래로 가게 틀어 줘
48627.wav,조수석 창문 모두 열게
48628.wav,조명 밝기 여기에서 한 단계 더 올려
48629.wav,새로운 엔진오일로 언제 바꿀까
48630.wav,나 어제 퇴근하고 주차 어디에 했어
48631.wav,선풍기 십 분 있다 전원 꺼 줘
48632.wav,거실 조명 타이머 한 시간짜리로 틀어
48633.wav,나 혹시 차 문 열고 왔니
48634.wav,시트 온도 최고 온도로 맞춰 놔
48635.wav,사고 났으니까 비상등 좀 틀어 봐라
48636.wav,보일러 지금 단계보다 하나만 낮춰 줘
48637.wav,주차 시작하면 비상등 켜
48638.wav,시트 히터 가동 시켰어
48639.wav,보일러 온도 너무 낮을 거 같아서 올리고 싶어
48640.wav,오늘 저녁 일곱 시에 시동 걸어서 기다리고 있어
48641.wav,부엌에 있는 전체 조명 중에 제일 밝은 곳 알려 줘
48642.wav,엔진오일 바꾼 날짜 보기
48643.wav,송풍 모드 운전 중지
48644.wav,운전자 모드 등록되어 있는 거 다 보여 줘
48645.wav,차 엔진오일 언제 바꿔야 한대
48646.wav,뒷자리 오른쪽 문 열어
48647.wav,지금부터 순환 모드 작동 안 할게
48648.wav,앞으로 며칠 뒤에 엔진오일 교체해야 하는지 알려 줘
48649.wav,현재 상태 일 번 세팅으로 저장
48650.wav,시동 이만 끄렴
48651.wav,거실 불 일 단계 부탁해
48652.wav,더워서 시트에 땀 났는데 통풍 좀 켜 줄래
48653.wav,우리 초코 위해서 선풍기 미풍으로 켜 줘
48654.wav,로봇 청소기 어디에 있니
48655.wav,빨리 나갈 테니깐 시동만 그대로 유지해 줘
48656.wav,운전자 이 번 모드로 열선 시트 조절해 줘
48657.wav,현관문 열어 뒀던가요
48658.wav,차 문 닫아 뒤에만
48659.wav,올라가면 시동을 꺼
48660.wav,전원 플러그 어디 방에 있어
48661.wav,거실 에어컨 제습으로 틀어 줘
48662.wav,시트 온도를 내려요
48663.wav,선풍기 타이머 작동시켜서 선풍기 틀어 놔
48664.wav,에어컨 전원 지금 당장 켜 줘
48665.wav,안방 홈카메라 돌아가고 있어
48666.wav,차량 내부 영상 띄어 줘
48667.wav,물걸레 모드로 전환해서 부엌 바닥 닦아 줘
48668.wav,월요일부터 금요일까지 여덟 시에 시동 걸어 놔 줘
48669.wav,전체 창문 닫아서 비 막아 줘
48670.wav,아까 주문한 아메리카노 아직도 안 왔어
48671.wav,비오니까 운전석 창문 좀 닫아 줘
48672.wav,차 문들 싹 다 열어 줘
48673.wav,운전석에 물 안 들어오게 창문 좀 닫아 줘
48674.wav,시트 온도 설정 바꾸지 말고 지금처럼 유지해
48675.wav,홈카메라 저장 공간 비워야 해
48676.wav,엔진오일 교체 예상일 좀 체크해 줘
48677.wav,시동 먼저 걸어 줘
48678.wav,애들 방 에어컨 온도 조금만 올려 줘
48679.wav,송풍 모드 이제 그만 꺼도 돼
48680.wav,현관문 록 상태인지 가르쳐 줘
48681.wav,홈카메라 사용자 내역 말해 봐
48682.wav,더워서 시트에 땀 났는데 통풍 좀 켜 줄래
48683.wav,이젠 좌석 따듯하게 해 줘
48684.wav,밸브 열어 줄래
48685.wav,뒤차 보게 비상등 좀 켜 줘
48686.wav,거실 조명 위치가 어떻게 되지
48687.wav,뒤에 문 닫고 싶어
48688.wav,홈카메라 정확하게 어디 방에 있는지 확인해
48689.wav,히터 켜서 따뜻하게 좀 부탁해
48690.wav,집 보일러 온도 좀 높게 맞추자
48691.wav,티브이 위쪽에 거실 조명이 있어
48692.wav,슬슬 땀 차는데 시트 통풍 좀 해 봐
48693.wav,주문 취소된 식료품 있어
48694.wav,엔진 오일 교체일 며칠이었지
48695.wav,새로운 엔진오일로 언제 바꿀까
48696.wav,컴퓨터 부팅 시켜 줘
48697.wav,어제 무 주문 넣었는지 확인 가능해
48698.wav,거실이 가장 어두울 수 있도록 설정해 줘
48699.wav,어디에 있는 홈카메라가 지금 작동되고 있어
48700.wav,히터 그만해도 되니까 끌래
48701.wav,식료품 주문 상태 재확인해 줘
48702.wav,조수석 시트는 앉으면 바로 열선 켜
48703.wav,바람 쐬게 선풍기 틀어 줘
48704.wav,현관문 열려있진 않지
48705.wav,삼 번 세팅에 에어컨 추가해 줘
48706.wav,혹시 내 엔진오일 교체일 알아
48707.wav,톨게이트 요금 내게 시동석 창문 열어
48708.wav,안방에 작은 조명 위치 어디야
48709.wav,운전자 일 이름 말해 줘
48710.wav,평일에 늘 같은 시간에 빵 운송해야 하니깐 예약 시동 걸어 줘
48711.wav,엔진 오일 교체할 시기 알려 줘
48712.wav,차 시동 끄는 걸 깜박했는데 얼른 꺼 줘
48713.wav,안방 조명 절약 모드 해제하고 제일 높게 해
48714.wav,주문한 식료품 출고 완료했어
48715.wav,시트 온도 설정 바꿔라
48716.wav,안방 조명 제일 밝은 것 보여 줘
48717.wav,청소시키게 로봇 청소기 위치 알려 줘
48718.wav,조수석 창문 끝에 조금만 남기고 닫아 봐
48719.wav,홈카메라로 어디 촬영되고 있어
48720.wav,식료품 산거 리스트 보여 줘
48721.wav,시트 난방 모드로 켜 줘
48722.wav,로봇 청소기 빗자루 모드 해 줘
48723.wav,홈카메라 용량 크기 알려 줘
48724.wav,에어컨 위쪽 향해서 켜
48725.wav,차 어딨는지 알았으니 인제 그만 경적 꺼 봐
48726.wav,거실 보조 조명 켜져 있는지 확인 가능해
48727.wav,거실 조명 제일 낮게 설정해 줄래
48728.wav,히터 온도 좀 낮춰봐라
48729.wav,엔진 오일 교체 예상일 좀 체크해 줘
48730.wav,많이 어두워 비상등 좀 켜 봐
48731.wav,거실 조명을 십 분 뒤에 다 끄고 싶어
48732.wav,켜진 에어컨 있는지 전부 확인해 줘
48733.wav,내 핸드폰 차에 있는지 씨씨티브이로 확인해 볼래
48734.wav,차 시트 열선에 전원 넣어 줘
48735.wav,운전자 이 번 모드로 열선 시트 조절해 줘
48736.wav,매일 오후 두 시에 시동 예약하고 싶어요
48737.wav,집에 사람 없으니 거실 조명을 세 개 내려 줘
48738.wav,엔진 오일 교체일 언제로 예상하니
48739.wav,목적지 도착하면 에어컨 작동 멈춰 줘
48740.wav,나 이제 송풍 모드는 괜찮으니 꺼 주겠니
48741.wav,가스 나오게 해 줘
48742.wav,타이머 시간을 이십 분으로 한 다음 에어컨 꺼 줘
48743.wav,시동 계속 유지해 놓고 있어
48744.wav,보일러 바람 위로 나오게 설정할래
48745.wav,가스레인지 쓰게 가스 열어
48746.wav,차 안이 너무 춥네 히터부터 켜자
48747.wav,마지막 교체부터 며칠 지났어
48748.wav,식료품 뭐 뭐 주문했었는지 확인해야겠어
48749.wav,차내에 바람 통하게 시트 통풍 켜 줘
48750.wav,식료품 주문한 거 주문 상태 변동 있어
48751.wav,시트가 별로 안 따뜻한 거 같아
48752.wav,비상등 좀 미리 켜 봐
48753.wav,안방 전등 현황 체크해
48754.wav,선풍기 콘센트 어디서 쓰고 있지
48755.wav,뒷자리에 사람들 타게 미리 차 문 열어 둬
48756.wav,직전에 엔진 오일 갈았던 날 좀 알려 줘
48757.wav,에어컨 단계 두 단계 올려 줘
48758.wav,지금 내 블랙박스 켜져 있지
48759.wav,이제 충분히 시원해서 에어컨 온도 낮춰도 돼
48760.wav,보일러 희망 온도 이 도 내려
48761.wav,차량 블랙박스 녹화 영상 특이사항 알려 줘
48762.wav,전체 차 문 잠금 설정값 나열해 줘
48763.wav,최소한의 세기로 에어컨 유지해 주겠니
48764.wav,타이머 시간을 이십 분으로 한 다음 에어컨 꺼 줘
48765.wav,홈카메라 사용 내역 좀 알아 볼래
48766.wav,불 켜져 있는 곳 파악해서 알려 줘
48767.wav,송풍 기능 오프 부탁해
48768.wav,선풍기 어떤 콘센트에 연결이 되어 있어
48769.wav,카메라 켜져 있는 방 알려 주세요
48770.wav,사람들 내렸으니까 차 문 다 닫아 줘
48771.wav,운전자 일 번 설정값 조회해 줘
48772.wav,플러그별 전원 인가 현황 조사해 주세요
48773.wav,확인했어 경적 꺼 줘
48774.wav,집에 사람이 없으니 거실 조명을 세 개 내려 줘
48775.wav,차 뒷문 얼른 닫거라
48776.wav,히터 온도 빵빵하게 틀어 줘
48777.wav,운전자 일 번 설정값 조회해 줘
48778.wav,집에 가스 밸브 좀 두 시간 뒤에 닫아 주길 바라
48779.wav,로봇 청소기 집 안 어디쯤 있는지 답해 줄래
48780.wav,지금부터 차 시동 쭉 켜 놔
48781.wav,좌석 시트 차갑게 유지해 줘
48782.wav,식료품 주문 취소는 아닌지 확인해 봐
48783.wav,최대로 에어컨 실행해
48784.wav,히터 너무 세게 틀어서 졸리니 조금만 줄여 줘
48785.wav,컴퓨터 플러그 위치 파악 바람
48786.wav,홈카메라 지금 얼마나 더 저장 할 수 있어
48787.wav,출근 시간 맞춰서 시동 매일 걸어 놔둬
48788.wav,지금 내가 차 세워둔 곳 좀 알려 줘
48789.wav,차 작동 안 되게 꺼 봐
48790.wav,운전자 삼 모드 열선 시트 온 히터 이십칠 도로 설정해 줘
48791.wav,엔진오일 교체 시기 알려 줘
48792.wav,차 시동 그만 꺼 주길 바래요
48793.wav,지금 모든 에어컨 바람 위로 오게 해줄 수 있어
48794.wav,전자 제품 파워 전부 내려
48795.wav,파프리카 주문했는지 구매 내역에서 체크해 줘
48796.wav,차 문 다 닫혔나 알려 줄래
48797.wav,지금 차량 송풍 모드 켜져 있으면 꺼 줘
48798.wav,거실 돌아다니는 로봇 청소기 흡입 단계를 오 단계로 설정해
48799.wav,경적음 계속 켜고 있어 볼래
48800.wav,엔진 오일 바꾼 날 확인해 줘
48801.wav,로봇 청소기 지금 어디 돌아다니는 중이야
48802.wav,운전자 일에서 차량 내부 온도 설정이 몇 도야
48803.wav,옆자리 의자 따뜻하게 부탁해
48804.wav,거실에 어떤 등이 켜져 있는지 확인해
48805.wav,차량 어디 뒀는지 확인해 줘
48806.wav,히터 온도 최대한 낮게 틀어 줘
48807.wav,조수석 문 옆 차에 안 닿게 조심히 열어 줘
48808.wav,홈 카메라 사용 내역 버려 줘
48809.wav,안방 조명 최대로 밝힐래
48810.wav,새로운 엔진오일로 언제 바꿀까
48811.wav,거실 불을 다섯 시에 꺼 줘
48812.wav,조수석에 탈 사람 없으니깐 문 닫아 놀래
48813.wav,시동 끄지 말고 대기해
48814.wav,너무 춥다 미리 열선 시트 켜 줘
48815.wav,리빙 라이트 한 시간 뒤에 온
48816.wav,에어컨 바람 위로 가는 게 좋아
48817.wav,차량 내부 순환 좀 시켜 줘
48818.wav,아래로 바람이 가게 히터 틀어 줘
48819.wav,뒷자리에 짐 여러 개 넣어야 하니까 문 다 열어 줘
48820.wav,에어컨 냄새 없애게 송풍 모드로 설정 부탁해
48821.wav,시동 꺼지게 해 줘
48822.wav,미세먼지 때문에 내기로 송풍 모드 시작해
48823.wav,따듯한 열선 기능 부탁할게
48824.wav,선풍기 플러그 각각 어디 있어
48825.wav,아까 열어놓은 창문 전부 닫아 줘
48826.wav,내 출근 시간 맞춰서 자동차 시동 켜고 싶어
48827.wav,조수석 문 바로 탈 수 있게 열어 주게나
48828.wav,이젠 자석 따듯하게 해 줘
48829.wav,멀리 있어도 보이게 안방 조명 최고로 밝게 해 놔
48830.wav,보일러 위쪽으로 켜 줘
48831.wav,조명 전원 켜고 싶어
48832.wav,조수석 타시게 문 열어드리자
48833.wav,에어컨 꺼 주세요
48834.wav,차에 시동 좀 걸어 주렴
48835.wav,주간 시동 예약 초기화해 줘
48836.wav,히터 온도 최고 단계보다 한 단계 더 아래로 켜 줘
48837.wav,컴퓨터 플러그 누구 방에 있는지 알려 줘
48838.wav,지금 바로 뒷자리 열어 줘
48839.wav,모든 조명 밝기를 최대로 늘려 줄래요
48840.wav,홈카메라 저장 용량 여유 있어
48841.wav,거실의 모든 등 기구 최대로 조절해 줘
48842.wav,홈카메라 사용자 내역 말해 봐
48843.wav,차 엔진오일 언제 바꿔야 한대
48844.wav,시트에 열선 켜서 따뜻하게 해 줘
48845.wav,홈카메라 잔여 용량 좀 체크해 볼래
48846.wav,침실 어느 조명이 꺼져 있는지 알아 봐 줘
48847.wav,현재 차량 위치 좀 파악할 수 있을까
48848.wav,운전자 일에서 열선 시트 대신 통풍으로 재설정해
48849.wav,집 최대한 밝게 세팅해
48850.wav,차 어딨는지 모르겠으니까 경적음 좀 틀어 주라
48851.wav,차 안에 사람 없어도 히터 틀어 놔
48852.wav,거실에 있는 보일러 전원만 켜 줘
48853.wav,집 보일러 온도 가장 높아지게 틀어 줘
48854.wav,가스 쓸 일 없으니 가스 밸브 잠가 줘
48855.wav,열 시부터 아침 여섯 시까지 가스 밸브 차단 설정해
48856.wav,가스 밸브 예약 설정 부탁해
48857.wav,거실하고 내 방 컴퓨터 플러그 위치 알려 줘
48858.wav,거실 형광등 밝기 두 칸 어둡게 조절해
48859.wav,로봇 청소기 지금 어디 돌아다니는 중이야
48860.wav,식료품 배송 현황을 실시간으로 추적해 줘
48861.wav,시동 켜 봐 봐
48862.wav,에어컨 지금 온도로 항상 유지해
48863.wav,실내에 불 다 꺼졌는지 살펴 봐
48864.wav,집에서 베란다 조명은 켜 줄래
48865.wav,주차 시작하면 비상등 켜
48866.wav,엔진오일 교체일 좀 점검해 봐라
48867.wav,가스 밸브 잠금이 필요해
48868.wav,식료품 주문 상태 확인을 해야겠어
48869.wav,시동 대기 상태로 있어
48870.wav,언제 엔진 오일 교체했는지 가르쳐 줘
48871.wav,시동 계속 유지해 놓고 있어
48872.wav,한 시간 뒤에 밸브 좀 록 해
48873.wav,뒷자리 차 문 닫고 출발하자
48874.wav,속도 낮춰야 하니 비상등 켜 줘
48875.wav,내부 순환 모드 이제 안 해도 돼
48876.wav,전체 조명 위치 각각 알려 줘
48877.wav,시동 계속 켜둬
48878.wav,홈카메라 어제 촬영 내역 보여 줘
48879.wav,에어컨 이 단계 희망해요
48880.wav,나 어제 퇴근하고 주차 어디에 했어
48881.wav,따뜻하게 히터를 켜 줘
48882.wav,좀 있다 내가 말하면 에어컨 일 단계로 내려 줘
48883.wav,보일러 가장 약하게 돌아가게 해 줄래
48884.wav,컴퓨터 전원 올려라
48885.wav,어제 장바구니에 담아둔 거 다 결제했나
48886.wav,엔진오일 이번 달 교체 예상일이 언제야
48887.wav,선풍기 돌아가는 거 네 시간만 해 줘
48888.wav,신발장에 에어컨이 있는지 알아 와
48889.wav,잠금 기능 해제해서 현관문 열어 줘
48890.wav,선풍기 플러그 서재 방에 있는 거 맞아
48891.wav,오늘은 날이 너무 더워 에어컨 온도 좀 더 낮춰 줘
48892.wav,나의 차 경적음 좀 실행해 줘 봐
48893.wav,내기순환모드 고정해 줘
48894.wav,사고 났으니까 비상등 좀 틀어 봐라
48895.wav,시트 온도 설정 바꿔라
48896.wav,통풍 시트 조수석 것도 좀 틀어 봐
48897.wav,약속이 취소됐으니 시동은 꺼 줘
48898.wav,뒷자리 차 문 좀 잠가 줘라
48899.wav,저녁에 탑승 전 내부 순환 모드 시작해 줘
48900.wav,조수석 창문 올려야겠다
48901.wav,뒤쪽 문 오픈해
48902.wav,현재 차량 위치 지도에 표시해 줘
48903.wav,에어컨 풍량은 항상 세게 해 줘
48904.wav,엔진 오일 교체 예상일 아직 멀었지
48905.wav,거실 콘센트에 선풍기 플러그가 꽂혀 있니
48906.wav,차량 블랙박스 틀어 줘
48907.wav,지금 지정된 안방 조명 제일 밝게 설정해
48908.wav,혹시 지금 가스 밸브 잠가 줄 수 있을까요
48909.wav,선풍기 돌려 봐
48910.wav,뒷자리에 아무도 안타니까 잠가 놔
48911.wav,운전자 이 번 모드일 때 히터 온도 몇 도야
48912.wav,이십 분 뒤 안방 소등 설정
48913.wav,전체 창문 올려 줘
48914.wav,주말 제외하고 평일에만 출근 시간에 시동 걸어 놔 줘
